id,coords
2480,46.536799:24.567415 46.536799:24.567876 46.536818:24.568520
2481,46.536799:24.567415 46.536928:24.567845 46.537049:24.568057
2482,46.536818:24.568520 46.536333:24.569251 46.535786:24.570085
2483,46.536818:24.568520 46.537337:24.568244 46.538003:24.568265
2484,46.535786:24.570085 46.536395:24.570687 46.536775:24.571083
2485,46.535786:24.570085 46.536779:24.569676 46.537677:24.569137
2486,46.536775:24.571083 46.536277:24.571887 46.535693:24.572715
2487,46.535693:24.572715 46.536254:24.572937 46.536818:24.573264
2488,46.535693:24.572715 46.536620:24.572686 46.537472:24.572805
2489,46.536818:24.573264 46.536545:24.574226 46.536399:24.575121
2490,46.536818:24.573264 46.537217:24.573059 46.537409:24.573040
2491,46.536399:24.575121 46.536365:24.575842 46.536327:24.576565
2492,46.536399:24.575121 46.536965:24.574697 46.537341:24.574345
2493,46.536327:24.576565 46.536326:24.577130 46.536383:24.577693
2494,46.536383:24.577693 46.536329:24.577944 46.536385:24.578051
2495,46.536383:24.577693 46.536828:24.577288 46.537287:24.577035
2496,46.536385:24.578051 46.536180:24.579900 46.536019:24.581380
2497,46.536385:24.578051 46.536790:24.578190 46.537122:24.578288
2498,46.536019:24.581380 46.536325:24.581581 46.536451:24.581876
2499,46.536019:24.581380 46.536749:24.581027 46.537504:24.580611
2500,46.536451:24.581876 46.536558:24.582635 46.536742:24.583356
2501,46.536451:24.581876 46.536812:24.582024 46.537352:24.582285
2502,46.536742:24.583356 46.536634:24.583459 46.536544:24.583653
2503,46.536742:24.583356 46.536843:24.583087 46.536872:24.582729
2504,46.536544:24.583653 46.536433:24.584155 46.536362:24.584380
2505,46.536544:24.583653 46.536801:24.583654 46.537029:24.583842
2506,46.536362:24.584380 46.536338:24.585621 46.536292:24.586917
2507,46.536362:24.584380 46.536872:24.584963 46.537459:24.585462
2508,46.536292:24.586917 46.535944:24.587594 46.535622:24.587912
2509,46.536292:24.586917 46.536976:24.586626 46.537809:24.586278
2510,46.535622:24.587912 46.536147:24.588766 46.536636:24.589710
2511,46.535622:24.587912 46.536335:24.587774 46.537000:24.587744
2512,46.536636:24.589710 46.536335:24.590008 46.536041:24.590150
2513,46.536636:24.589710 46.537076:24.589142 46.537524:24.588824
2514,46.536041:24.590150 46.535866:24.590796 46.535719:24.591294
2515,46.535719:24.591294 46.536182:24.592538 46.536537:24.593947
2516,46.535719:24.591294 46.536308:24.591560 46.536939:24.591898
2517,46.536537:24.593947 46.536239:24.594407 46.535967:24.594950
2518,46.536537:24.593947 46.537085:24.593053 46.537770:24.592201
2519,46.535967:24.594950 46.536248:24.595077 46.536501:24.595436
2520,46.535967:24.594950 46.536644:24.594643 46.537494:24.594249
2521,46.536501:24.595436 46.536751:24.595767 46.537101:24.595855
2522,46.536501:24.595436 46.536656:24.595772 46.536938:24.596229
2523,46.537101:24.595855 46.536694:24.597123 46.536333:24.598356
2524,46.537101:24.595855 46.537390:24.596318 46.537498:24.596747
2525,46.536333:24.598356 46.536712:24.599481 46.537080:24.600351
2526,46.536333:24.598356 46.536948:24.598568 46.537575:24.598543
2527,46.537080:24.600351 46.537174:24.600645 46.537126:24.600928
2528,46.537080:24.600351 46.537409:24.600009 46.537686:24.599820
2529,46.537126:24.600928 46.536897:24.601794 46.536689:24.602770
2530,46.537126:24.600928 46.537267:24.600472 46.537563:24.600354
2531,46.536689:24.602770 46.536602:24.603197 46.536530:24.603636
2532,46.536689:24.602770 46.536916:24.602349 46.537280:24.602230
2533,46.536530:24.603636 46.536432:24.604083 46.536294:24.604604
2534,46.536530:24.603636 46.536537:24.603968 46.536480:24.604413
2535,46.536294:24.604604 46.536030:24.605706 46.535938:24.606939
2536,46.536294:24.604604 46.536835:24.604549 46.537294:24.604320
2537,46.535938:24.606939 46.536058:24.606533 46.536204:24.606482
2538,46.535938:24.606939 46.536517:24.606677 46.536803:24.606196
2539,46.536204:24.606482 46.536274:24.607662 46.536446:24.608681
2540,46.536204:24.606482 46.536913:24.606747 46.537435:24.607135
2541,46.536446:24.608681 46.536504:24.609781 46.536416:24.610794
2542,46.536446:24.608681 46.536842:24.608424 46.537282:24.608306
2543,46.537388:24.519884 46.537269:24.520498 46.537170:24.521295
2544,46.537388:24.519884 46.537812:24.520157 46.538272:24.520298
2545,46.537170:24.521295 46.537179:24.521931 46.537274:24.522698
2546,46.537170:24.521295 46.537886:24.521397 46.538443:24.521362
2547,46.537274:24.522698 46.537917:24.523485 46.538487:24.524085
2548,46.537274:24.522698 46.537979:24.522845 46.538630:24.523166
2549,46.538487:24.524085 46.537836:24.525126 46.537132:24.526062
2550,46.537132:24.526062 46.537399:24.526347 46.537718:24.526879
2551,46.537718:24.526879 46.537729:24.527392 46.537667:24.528185
2552,46.537718:24.526879 46.538002:24.526851 46.538375:24.526821
2553,46.537667:24.528185 46.538136:24.527989 46.538569:24.527656
2554,46.537767:24.531025 46.537357:24.531444 46.537253:24.531738
2555,46.537767:24.531025 46.538043:24.530879 46.538601:24.530885
2556,46.537253:24.531738 46.537175:24.532529 46.537175:24.533463
2557,46.537253:24.531738 46.537950:24.531468 46.538619:24.531137
2558,46.537175:24.533463 46.537479:24.533767 46.537707:24.534144
2559,46.537175:24.533463 46.537850:24.533329 46.538419:24.533141
2560,46.537707:24.534144 46.537722:24.535270 46.537623:24.536802
2561,46.537707:24.534144 46.537890:24.534226 46.538178:24.534500
2562,46.537623:24.536802 46.537857:24.536574 46.537845:24.536468
2563,46.537623:24.536802 46.537992:24.535974 46.538423:24.535286
2564,46.537845:24.536468 46.537772:24.537556 46.537392:24.538539
2565,46.537845:24.536468 46.537941:24.536872 46.538068:24.537312
2566,46.537392:24.538539 46.537449:24.539101 46.537412:24.539735
2567,46.537392:24.538539 46.537956:24.538134 46.538613:24.537872
2568,46.537412:24.539735 46.537702:24.540570 46.537826:24.541013
2569,46.537412:24.539735 46.537759:24.539722 46.538146:24.539956
2570,46.537826:24.541013 46.537405:24.541836 46.537050:24.542487
2571,46.537826:24.541013 46.538273:24.540934 46.538695:24.540736
2572,46.537050:24.542487 46.537329:24.542939 46.537391:24.543528
2573,46.537050:24.542487 46.537962:24.542302 46.539035:24.542047
2574,46.537391:24.543528 46.537345:24.543918 46.537231:24.544177
2575,46.537231:24.544177 46.537159:24.545103 46.536999:24.545932
2576,46.537231:24.544177 46.538037:24.544696 46.538427:24.544934
2577,46.536999:24.545932 46.537002:24.546128 46.537059:24.546201
2578,46.536999:24.545932 46.537619:24.545808 46.538504:24.545648
2579,46.537059:24.546201 46.537399:24.547389 46.537815:24.548187
2580,46.537059:24.546201 46.537619:24.546875 46.538087:24.547306
2581,46.537815:24.548187 46.537435:24.549334 46.537177:24.550233
2582,46.537177:24.550233 46.536863:24.551130 46.536602:24.551892
2583,46.537177:24.550233 46.538004:24.550239 46.538955:24.550097
2584,46.536602:24.551892 46.536804:24.552432 46.537162:24.552898
2585,46.536602:24.551892 46.537376:24.551578 46.538112:24.551421
2586,46.537162:24.552898 46.537226:24.553525 46.537260:24.554047
2587,46.537162:24.552898 46.537947:24.552458 46.538685:24.552215
2588,46.537260:24.554047 46.537394:24.554613 46.537460:24.555217
2589,46.537260:24.554047 46.537607:24.554123 46.537766:24.554069
2590,46.537460:24.555217 46.537058:24.555550 46.536801:24.555878
2591,46.537460:24.555217 46.537846:24.555344 46.538113:24.555410
2592,46.536801:24.555878 46.537254:24.556183 46.537840:24.556460
2593,46.537410:24.558444 46.537787:24.557786 46.538216:24.557178
2594,46.537238:24.559364 46.537299:24.560026 46.537479:24.560647
2595,46.537238:24.559364 46.537867:24.559279 46.538409:24.559205
2596,46.537479:24.560647 46.537936:24.560261 46.538302:24.559918
2597,46.537762:24.561082 46.537568:24.562064 46.537517:24.562966
2598,46.537762:24.561082 46.538130:24.561002 46.538564:24.560973
2599,46.537517:24.562966 46.537403:24.563352 46.537317:24.563974
2600,46.537517:24.562966 46.538098:24.563170 46.538674:24.563258
2601,46.537317:24.563974 46.537258:24.564576 46.537156:24.565201
2602,46.537156:24.565201 46.537095:24.566647 46.537049:24.568057
2603,46.537156:24.565201 46.537886:24.565354 46.538612:24.565768
2604,46.537049:24.568057 46.537619:24.568130 46.538003:24.568265
2605,46.537049:24.568057 46.537719:24.567224 46.538501:24.566376
2606,46.538003:24.568265 46.537755:24.568729 46.537677:24.569137
2607,46.538003:24.568265 46.538436:24.568282 46.538989:24.568491
2608,46.537677:24.569137 46.536979:24.569827 46.536475:24.570071
2609,46.537677:24.569137 46.538010:24.569085 46.538394:24.569064
2610,46.536475:24.570071 46.537064:24.571455 46.537472:24.572805
2611,46.536475:24.570071 46.537572:24.570720 46.538996:24.571102
2612,46.537472:24.572805 46.537810:24.572706 46.538088:24.572468
2613,46.537409:24.573040 46.538265:24.573192 46.539136:24.573468
2614,46.537341:24.574345 46.537169:24.575112 46.536948:24.575985
2615,46.536948:24.575985 46.537516:24.576191 46.538278:24.576556
2616,46.537287:24.577035 46.537250:24.577719 46.537122:24.578288
2617,46.537122:24.578288 46.537793:24.578701 46.538449:24.579042
2618,46.537504:24.580611 46.537873:24.580453 46.538388:24.580319
2619,46.537352:24.582285 46.537072:24.582498 46.536872:24.582729
2620,46.537352:24.582285 46.538081:24.581596 46.538773:24.580860
2621,46.536872:24.582729 46.536982:24.583371 46.537029:24.583842
2622,46.536872:24.582729 46.537428:24.582543 46.538127:24.582576
2623,46.537029:24.583842 46.537182:24.584440 46.537459:24.585462
2624,46.537029:24.583842 46.537891:24.583965 46.538775:24.584034
2625,46.537459:24.585462 46.538198:24.584951 46.538913:24.584616
2626,46.537809:24.586278 46.537505:24.587085 46.537000:24.587744
2627,46.537000:24.587744 46.537202:24.588261 46.537524:24.588824
2628,46.537000:24.587744 46.537786:24.587888 46.538526:24.587967
2629,46.537524:24.588824 46.537589:24.590094 46.537728:24.591173
2630,46.537524:24.588824 46.537722:24.588969 46.538162:24.589031
2631,46.537728:24.591173 46.537394:24.591583 46.536939:24.591898
2632,46.537728:24.591173 46.537945:24.590976 46.538096:24.590551
2633,46.536939:24.591898 46.537388:24.591960 46.537770:24.592201
2634,46.536939:24.591898 46.537545:24.591636 46.538203:24.591523
2635,46.537770:24.592201 46.537676:24.593213 46.537494:24.594249
2636,46.537770:24.592201 46.538154:24.592472 46.538566:24.592758
2637,46.537494:24.594249 46.537236:24.595331 46.536938:24.596229
2638,46.537494:24.594249 46.538272:24.594076 46.538882:24.594070
2639,46.536938:24.596229 46.537331:24.596550 46.537498:24.596747
2640,46.536938:24.596229 46.537752:24.596086 46.538780:24.595776
2641,46.537498:24.596747 46.537397:24.597701 46.537575:24.598543
2642,46.537498:24.596747 46.537905:24.596994 46.538140:24.596861
2643,46.537575:24.598543 46.537637:24.599193 46.537686:24.599820
2644,46.537575:24.598543 46.537928:24.598442 46.538207:24.598103
2645,46.537686:24.599820 46.537972:24.600010 46.538399:24.600359
2646,46.537563:24.600354 46.537425:24.601323 46.537280:24.602230
2647,46.537563:24.600354 46.537858:24.600837 46.538349:24.601554
2648,46.537280:24.602230 46.536957:24.603368 46.536480:24.604413
2649,46.537280:24.602230 46.537932:24.601866 46.538643:24.601604
2650,46.536480:24.604413 46.536895:24.604314 46.537294:24.604320
2651,46.536480:24.604413 46.537190:24.603981 46.537707:24.603774
2652,46.537294:24.604320 46.537068:24.605382 46.536803:24.606196
2653,46.537294:24.604320 46.537537:24.604716 46.537816:24.605096
2654,46.537435:24.607135 46.537373:24.607670 46.537282:24.608306
2655,46.537282:24.608306 46.537334:24.609157 46.537168:24.609957
2656,46.537282:24.608306 46.537929:24.608466 46.538579:24.608564
2657,46.538272:24.520298 46.538259:24.520872 46.538443:24.521362
2658,46.538272:24.520298 46.539066:24.520053 46.539956:24.519729
2659,46.538443:24.521362 46.538387:24.522306 46.538630:24.523166
2660,46.538443:24.521362 46.539030:24.520981 46.539688:24.520802
2661,46.538630:24.523166 46.538596:24.523551 46.538697:24.524013
2662,46.538630:24.523166 46.538935:24.522522 46.539318:24.522010
2663,46.538697:24.524013 46.538596:24.524530 46.538436:24.524864
2664,46.538436:24.524864 46.538441:24.525922 46.538375:24.526821
2665,46.538436:24.524864 46.539058:24.525001 46.539663:24.525003
2666,46.538375:24.526821 46.538402:24.527178 46.538569:24.527656
2667,46.538375:24.526821 46.539140:24.526555 46.539767:24.526371
2668,46.538569:24.527656 46.538422:24.527940 46.538037:24.528458
2669,46.538569:24.527656 46.539085:24.527825 46.539686:24.527945
2670,46.538037:24.528458 46.538895:24.528279 46.539743:24.528051
2671,46.538601:24.530885 46.538538:24.530962 46.538619:24.531137
2672,46.538619:24.531137 46.538463:24.532048 46.538419:24.533141
2673,46.538419:24.533141 46.538278:24.533829 46.538178:24.534500
2674,46.538419:24.533141 46.538894:24.532941 46.539480:24.532803
2675,46.538178:24.534500 46.538365:24.534957 46.538423:24.535286
2676,46.538423:24.535286 46.538231:24.536307 46.538068:24.537312
2677,46.538423:24.535286 46.539365:24.535634 46.540202:24.535874
2678,46.538068:24.537312 46.538283:24.537557 46.538613:24.537872
2679,46.538068:24.537312 46.538771:24.537401 46.539490:24.537272
2680,46.538613:24.537872 46.538309:24.538812 46.538146:24.539956
2681,46.538613:24.537872 46.538887:24.537969 46.539293:24.538066
2682,46.538146:24.539956 46.538707:24.539857 46.539371:24.539469
2683,46.538695:24.540736 46.538752:24.541393 46.539035:24.542047
2684,46.538695:24.540736 46.539298:24.540639 46.539823:24.540660
2685,46.539035:24.542047 46.538428:24.542999 46.538131:24.543957
2686,46.539035:24.542047 46.539285:24.541995 46.539668:24.541957
2687,46.538131:24.543957 46.538291:24.544480 46.538427:24.544934
2688,46.538131:24.543957 46.538923:24.543122 46.539858:24.542279
2689,46.538427:24.544934 46.538447:24.545308 46.538504:24.545648
2690,46.538427:24.544934 46.538955:24.544772 46.539489:24.544856
2691,46.538504:24.545648 46.538330:24.546497 46.538087:24.547306
2692,46.538504:24.545648 46.538838:24.546060 46.539194:24.546528
2693,46.538087:24.547306 46.538573:24.547927 46.538971:24.548256
2694,46.538087:24.547306 46.538776:24.547730 46.539633:24.547949
2695,46.538971:24.548256 46.538970:24.549243 46.538955:24.550097
2696,46.538955:24.550097 46.538533:24.550751 46.538112:24.551421
2697,46.538955:24.550097 46.539313:24.549835 46.539509:24.549527
2698,46.538112:24.551421 46.538433:24.551791 46.538685:24.552215
2699,46.538685:24.552215 46.538170:24.553258 46.537766:24.554069
2700,46.538685:24.552215 46.539135:24.552387 46.539644:24.552406
2701,46.537766:24.554069 46.538050:24.554672 46.538113:24.555410
2702,46.538113:24.555410 46.539060:24.555288 46.539957:24.555013
2703,46.537840:24.556460 46.538083:24.556806 46.538216:24.557178
2704,46.537840:24.556460 46.538575:24.556617 46.539477:24.556924
2705,46.538216:24.557178 46.538382:24.558266 46.538409:24.559205
2706,46.538216:24.557178 46.538910:24.557309 46.539560:24.557299
2707,46.538409:24.559205 46.538340:24.559640 46.538302:24.559918
2708,46.538409:24.559205 46.539154:24.559084 46.539699:24.559046
2709,46.538302:24.559918 46.538332:24.560487 46.538564:24.560973
2710,46.538302:24.559918 46.538689:24.560293 46.538863:24.560521
2711,46.538564:24.560973 46.539003:24.561169 46.539203:24.561416
2712,46.538674:24.563258 46.538868:24.563982 46.539063:24.564735
2713,46.538674:24.563258 46.539234:24.563231 46.539722:24.563174
2714,46.539063:24.564735 46.538760:24.565148 46.538612:24.565768
2715,46.539063:24.564735 46.539334:24.564982 46.539461:24.565291
2716,46.538612:24.565768 46.538589:24.566077 46.538501:24.566376
2717,46.538612:24.565768 46.539184:24.565531 46.539701:24.565385
2718,46.538501:24.566376 46.538811:24.567371 46.538989:24.568491
2719,46.538501:24.566376 46.539021:24.566770 46.539639:24.566904
2720,46.538989:24.568491 46.538783:24.568874 46.538394:24.569064
2721,46.538394:24.569064 46.538780:24.570084 46.538996:24.571102
2722,46.538394:24.569064 46.538747:24.569790 46.539089:24.570463
2723,46.538996:24.571102 46.538458:24.571757 46.538088:24.572468
2724,46.538996:24.571102 46.539243:24.570967 46.539497:24.570750
2725,46.538088:24.572468 46.538663:24.572500 46.539368:24.572600
2726,46.539136:24.573468 46.538993:24.573991 46.538628:24.574601
2727,46.538628:24.574601 46.538447:24.575598 46.538278:24.576556
2728,46.538278:24.576556 46.538908:24.576985 46.539539:24.577442
2729,46.538278:24.576556 46.538932:24.576230 46.539520:24.576250
2730,46.539539:24.577442 46.539021:24.578168 46.538449:24.579042
2731,46.539539:24.577442 46.539438:24.577438 46.539413:24.577318
2732,46.538449:24.579042 46.538454:24.579760 46.538388:24.580319
2733,46.538449:24.579042 46.538761:24.578863 46.538975:24.578443
2734,46.538388:24.580319 46.538559:24.580705 46.538773:24.580860
2735,46.538773:24.580860 46.538504:24.581813 46.538127:24.582576
2736,46.538773:24.580860 46.539307:24.581003 46.539970:24.581418
2737,46.538127:24.582576 46.538404:24.583272 46.538775:24.584034
2738,46.538775:24.584034 46.538891:24.584392 46.538913:24.584616
2739,46.538775:24.584034 46.539265:24.583991 46.539870:24.584349
2740,46.538913:24.584616 46.538808:24.585453 46.538659:24.586250
2741,46.538913:24.584616 46.539026:24.585059 46.539355:24.585566
2742,46.538659:24.586250 46.538626:24.587084 46.538526:24.587967
2743,46.538659:24.586250 46.539026:24.586277 46.539451:24.586292
2744,46.538526:24.587967 46.538410:24.588585 46.538162:24.589031
2745,46.538526:24.587967 46.539215:24.588388 46.539963:24.588765
2746,46.538162:24.589031 46.538097:24.589676 46.538096:24.590551
2747,46.538162:24.589031 46.538704:24.589447 46.539229:24.589884
2748,46.538096:24.590551 46.538118:24.590885 46.538203:24.591523
2749,46.538203:24.591523 46.538373:24.592124 46.538566:24.592758
2750,46.538203:24.591523 46.538920:24.591658 46.539651:24.591900
2751,46.538566:24.592758 46.538777:24.593495 46.538882:24.594070
2752,46.538566:24.592758 46.539192:24.592860 46.539686:24.592889
2753,46.538882:24.594070 46.538877:24.594916 46.538780:24.595776
2754,46.538882:24.594070 46.538980:24.594307 46.539126:24.594361
2755,46.538780:24.595776 46.538423:24.596358 46.538140:24.596861
2756,46.538780:24.595776 46.539323:24.595916 46.539850:24.595993
2757,46.538140:24.596861 46.538201:24.597289 46.538207:24.598103
2758,46.538140:24.596861 46.539028:24.597150 46.539782:24.597434
2759,46.538207:24.598103 46.538478:24.599232 46.538399:24.600359
2760,46.538207:24.598103 46.538640:24.598112 46.539225:24.598243
2761,46.538399:24.600359 46.538387:24.601043 46.538349:24.601554
2762,46.538349:24.601554 46.538592:24.601537 46.538643:24.601604
2763,46.538349:24.601554 46.538878:24.601340 46.539612:24.601094
2764,46.538643:24.601604 46.538283:24.602734 46.537707:24.603774
2765,46.538643:24.601604 46.539189:24.602375 46.539604:24.603084
2766,46.537707:24.603774 46.538328:24.603588 46.538823:24.603468
2767,46.537816:24.605096 46.538275:24.605650 46.538841:24.606257
2768,46.537816:24.605096 46.539110:24.604989 46.540394:24.604885
2769,46.538841:24.606257 46.538654:24.606906 46.538420:24.607282
2770,46.538841:24.606257 46.538872:24.606213 46.538942:24.606145
2771,46.538420:24.607282 46.538887:24.607189 46.539076:24.607097
2772,46.538579:24.608564 46.538507:24.609090 46.538310:24.609839
2773,46.538310:24.609839 46.538954:24.609951 46.539715:24.610290
2774,46.539956:24.519729 46.540388:24.519849 46.540970:24.520087
2775,46.539688:24.520802 46.539961:24.520921 46.540338:24.521262
2776,46.539318:24.522010 46.539467:24.523142 46.539492:24.524211
2777,46.539492:24.524211 46.539675:24.524536 46.539663:24.525003
2778,46.539492:24.524211 46.539958:24.524077 46.540402:24.523757
2779,46.539767:24.526371 46.539741:24.527290 46.539686:24.527945
2780,46.539767:24.526371 46.540170:24.526338 46.540597:24.526365
2781,46.539686:24.527945 46.539597:24.527950 46.539743:24.528051
2782,46.539686:24.527945 46.540202:24.528300 46.540640:24.528434
2783,46.539743:24.528051 46.540332:24.528652 46.540728:24.529116
2784,46.539118:24.530772 46.539439:24.531930 46.539523:24.532716
2785,46.539523:24.532716 46.539516:24.532695 46.539480:24.532803
2786,46.539523:24.532716 46.540150:24.532021 46.540754:24.531361
2787,46.539480:24.532803 46.539733:24.533697 46.540065:24.534590
2788,46.539480:24.532803 46.540074:24.532692 46.540772:24.532578
2789,46.540065:24.534590 46.540512:24.534586 46.540672:24.534316
2790,46.539490:24.537272 46.540040:24.537084 46.540502:24.537063
2791,46.539293:24.538066 46.540003:24.538507 46.540646:24.538993
2792,46.539371:24.539469 46.539969:24.539344 46.540540:24.539333
2793,46.539823:24.540660 46.539589:24.541418 46.539668:24.541957
2794,46.539668:24.541957 46.539617:24.542110 46.539858:24.542279
2795,46.539668:24.541957 46.540205:24.542161 46.540706:24.542474
2796,46.539858:24.542279 46.539669:24.543625 46.539489:24.544856
2797,46.539858:24.542279 46.540039:24.543489 46.540161:24.544551
2798,46.539489:24.544856 46.539246:24.545825 46.539194:24.546528
2799,46.539489:24.544856 46.540362:24.544876 46.541247:24.544769
2800,46.539194:24.546528 46.539481:24.547342 46.539633:24.547949
2801,46.539194:24.546528 46.539736:24.546378 46.540220:24.546154
2802,46.539633:24.547949 46.540275:24.547212 46.540767:24.546425
2803,46.539885:24.548975 46.540261:24.548470 46.540632:24.548056
2804,46.539509:24.549527 46.539569:24.550316 46.539485:24.551104
2805,46.539509:24.549527 46.540007:24.549961 46.540781:24.550598
2806,46.539485:24.551104 46.539627:24.551797 46.539644:24.552406
2807,46.539485:24.551104 46.540322:24.550982 46.540975:24.550652
2808,46.539644:24.552406 46.540140:24.552796 46.540593:24.553218
2809,46.539644:24.552406 46.540314:24.552726 46.541092:24.553001
2810,46.540593:24.553218 46.540605:24.553631 46.540506:24.554130
2811,46.539957:24.555013 46.539684:24.555941 46.539477:24.556924
2812,46.539957:24.555013 46.540610:24.555082 46.541138:24.555074
2813,46.539477:24.556924 46.539550:24.557184 46.539560:24.557299
2814,46.539477:24.556924 46.540039:24.556597 46.540622:24.556280
2815,46.539560:24.557299 46.539628:24.558064 46.539699:24.559046
2816,46.539560:24.557299 46.540351:24.557144 46.541017:24.556893
2817,46.539699:24.559046 46.539263:24.559724 46.538863:24.560521
2818,46.539699:24.559046 46.540472:24.558959 46.541105:24.558711
2819,46.538863:24.560521 46.538913:24.560833 46.539203:24.561416
2820,46.538863:24.560521 46.539872:24.560115 46.540939:24.559731
2821,46.539203:24.561416 46.539745:24.561495 46.540312:24.561480
2822,46.539722:24.563174 46.539551:24.564199 46.539461:24.565291
2823,46.539722:24.563174 46.540237:24.562734 46.540906:24.562341
2824,46.539461:24.565291 46.539551:24.565380 46.539701:24.565385
2825,46.539461:24.565291 46.540171:24.564652 46.540830:24.564073
2826,46.539701:24.565385 46.539559:24.566290 46.539639:24.566904
2827,46.539701:24.565385 46.540314:24.565392 46.541045:24.565517
2828,46.539639:24.566904 46.540130:24.566913 46.540791:24.566882
2829,46.538814:24.567576 46.539977:24.567853 46.541231:24.568105
2830,46.539089:24.570463 46.539409:24.570563 46.539497:24.570750
2831,46.539089:24.570463 46.539909:24.570521 46.540619:24.570424
2832,46.539497:24.570750 46.539471:24.571837 46.539368:24.572600
2833,46.539497:24.570750 46.540120:24.571072 46.540653:24.571167
2834,46.539368:24.572600 46.539598:24.573567 46.539569:24.574219
2835,46.539368:24.572600 46.539766:24.572284 46.540379:24.572260
2836,46.539569:24.574219 46.539776:24.573841 46.539863:24.573524
2837,46.539826:24.575497 46.539598:24.575838 46.539520:24.576250
2838,46.539826:24.575497 46.540086:24.574944 46.540409:24.574132
2839,46.539520:24.576250 46.539329:24.576785 46.539413:24.577318
2840,46.539520:24.576250 46.539741:24.576436 46.540150:24.576581
2841,46.539413:24.577318 46.539196:24.577942 46.538975:24.578443
2842,46.539413:24.577318 46.540039:24.577127 46.540771:24.576735
2843,46.538975:24.578443 46.539092:24.579156 46.539238:24.579717
2844,46.538975:24.578443 46.540096:24.578574 46.541238:24.578394
2845,46.539970:24.581418 46.539991:24.582096 46.539973:24.582981
2846,46.539970:24.581418 46.540092:24.580988 46.540244:24.580604
2847,46.539973:24.582981 46.540012:24.583526 46.539870:24.584349
2848,46.539973:24.582981 46.540224:24.583163 46.540376:24.583120
2849,46.539870:24.584349 46.539525:24.585063 46.539355:24.585566
2850,46.539870:24.584349 46.540423:24.583950 46.540948:24.583229
2851,46.539355:24.585566 46.539452:24.585991 46.539451:24.586292
2852,46.539355:24.585566 46.540154:24.585363 46.541033:24.585232
2853,46.539451:24.586292 46.540160:24.586341 46.540796:24.586544
2854,46.539963:24.588765 46.539604:24.589314 46.539229:24.589884
2855,46.539963:24.588765 46.540397:24.588014 46.540766:24.587393
2856,46.539229:24.589884 46.539558:24.590017 46.539840:24.590067
2857,46.539229:24.589884 46.539812:24.589380 46.540321:24.588826
2858,46.539840:24.590067 46.539831:24.590993 46.539651:24.591900
2859,46.539840:24.590067 46.540164:24.590566 46.540503:24.590703
2860,46.539651:24.591900 46.539748:24.592480 46.539686:24.592889
2861,46.539651:24.591900 46.539958:24.592177 46.540218:24.592429
2862,46.539686:24.592889 46.540042:24.592805 46.540414:24.592789
2863,46.539126:24.594361 46.539909:24.594430 46.540864:24.594536
2864,46.539850:24.595993 46.539668:24.596656 46.539782:24.597434
2865,46.539782:24.597434 46.539502:24.597823 46.539225:24.598243
2866,46.539782:24.597434 46.540125:24.596871 46.540290:24.596264
2867,46.539225:24.598243 46.539461:24.599020 46.539674:24.599998
2868,46.539225:24.598243 46.540127:24.598545 46.541012:24.598730
2869,46.539674:24.599998 46.539666:24.600485 46.539612:24.601094
2870,46.539674:24.599998 46.540437:24.599767 46.541256:24.599781
2871,46.539612:24.601094 46.539630:24.601844 46.539604:24.603084
2872,46.539612:24.601094 46.540133:24.601191 46.540739:24.601197
2873,46.539604:24.603084 46.539134:24.603155 46.538823:24.603468
2874,46.539604:24.603084 46.540335:24.602605 46.540948:24.602062
2875,46.538823:24.603468 46.539587:24.604159 46.540394:24.604885
2876,46.538823:24.603468 46.539812:24.604053 46.540746:24.604411
2877,46.540394:24.604885 46.539695:24.605588 46.538942:24.606145
2878,46.540394:24.604885 46.540201:24.604807 46.540057:24.604174
2879,46.538942:24.606145 46.539045:24.606539 46.539076:24.607097
2880,46.538942:24.606145 46.539666:24.606330 46.540303:24.606413
2881,46.539076:24.607097 46.539298:24.608143 46.539635:24.609439
2882,46.539076:24.607097 46.540039:24.607124 46.541027:24.607245
2883,46.539635:24.609439 46.539801:24.609774 46.539715:24.610290
2884,46.539635:24.609439 46.540122:24.609122 46.540853:24.608675
2885,46.539715:24.610290 46.540242:24.610056 46.540728:24.609766
2886,46.540970:24.520087 46.540596:24.520571 46.540338:24.521262
2887,46.540970:24.520087 46.541285:24.520051 46.541686:24.519998
2888,46.540338:24.521262 46.540592:24.521900 46.540741:24.522489
2889,46.540338:24.521262 46.541181:24.521749 46.542076:24.522271
2890,46.540741:24.522489 46.540525:24.523035 46.540402:24.523757
2891,46.540741:24.522489 46.540841:24.522692 46.541083:24.522839
2892,46.540402:24.523757 46.540270:24.524234 46.540121:24.524773
2893,46.540402:24.523757 46.541042:24.523983 46.541693:24.524332
2894,46.540121:24.524773 46.540238:24.525559 46.540597:24.526365
2895,46.540121:24.524773 46.541075:24.525366 46.542053:24.525556
2896,46.540597:24.526365 46.540714:24.527514 46.540640:24.528434
2897,46.540597:24.526365 46.541278:24.526232 46.541967:24.526110
2898,46.540640:24.528434 46.540618:24.528850 46.540728:24.529116
2899,46.540640:24.528434 46.540803:24.528578 46.541120:24.528549
2900,46.540728:24.529116 46.540450:24.529446 46.540232:24.529968
2901,46.540728:24.529116 46.541462:24.528947 46.542102:24.528718
2902,46.540232:24.529968 46.540522:24.530635 46.540754:24.531361
2903,46.540232:24.529968 46.541291:24.530326 46.542130:24.530724
